iter	Passed	Remaining
202	628	2468
203	630	2460
204	643	2496
205	645	2489
206	646	2478
207	648	2470
208	651	2464
209	653	2459
210	655	2452
211	658	2446
212	659	2436
213	661	2430
214	664	2425
215	666	2420
216	668	2413
217	669	2402
218	673	2402
219	675	2393
220	677	2388
221	691	2422
222	693	2417
223	696	2411
224	698	2404
225	700	2397
226	701	2387
227	702	2377
228	703	2370
229	704	2359
230	706	2353
231	709	2349
232	712	2343
233	714	2337
234	716	2331
235	718	2325
236	720	2320
237	723	2316
238	725	2311
239	728	2306
240	731	2303
241	735	2305
242	738	2299
243	740	2294
244	742	2288
245	744	2281
246	747	2280
247	750	2276
248	751	2267
249	753	2261
250	756	2256
251	774	2297
252	776	2293
253	778	2287
254	780	2280
255	782	2274
256	784	2266
257	785	2258
258	787	2253
259	789	2247
260	791	2241
261	793	2235
262	796	2231
263	798	2226
264	801	2223
265	803	2217
266	805	2212
267	808	2207
268	810	2201
269	812	2195
270	814	2189
271	816	2185
272	819	2181
273	821	2176
274	823	2170
275	825	2164
276	827	2159
277	828	2150
278	830	2145
279	832	2139
280	834	2135
281	835	2127
282	838	2124
283	840	2119
284	843	2115
285	845	2111
286	848	2107
287	851	2104
288	853	2099
289	855	2093
290	869	2117
291	871	2113
292	873	2108
293	876	2104
294	879	2101
295	881	2095
296	883	2091
297	897	2115
298	900	2110
299	902	2105
300	904	2099
301	911	2106
302	914	2102
303	916	2098
304	919	2095
305	923	2093
306	926	2090
307	928	2085
308	930	2081
309	933	2077
310	935	2073
311	938	2069
312	940	2064
313	942	2059
314	945	2055
315	947	2050
316	950	2046
317	952	2043
318	955	2039
319	957	2035
320	960	2030
321	962	2027
322	965	2022
323	967	2018
324	970	2015
325	975	2017
326	977	2012
327	980	2009
328	982	2004
329	984	1999
330	998	2018
331	1000	2013
332	1003	2009
333	1005	2005
334	1022	2029
335	1025	2025
336	1027	2021
337	1031	2019
338	1033	2015
339	1035	2010
340	1037	2005
341	1040	2001
342	1042	1997
343	1045	1993
344	1048	1990
345	1051	1987
346	1053	1983
347	1056	1979
348	1058	1974
349	1060	1970
350	1063	1966
351	1066	1962
352	1069	1959
353	1071	1955
354	1073	1951
355	1076	1947
356	1078	1942
357	1081	1939
358	1083	1934
359	1085	1930
360	1087	1925
361	1100	1939
362	1103	1936
363	1105	1931
364	1108	1928
365	1110	1924
366	1113	1920
367	1115	1916
368	1118	1911
369	1133	1929
370	1135	1924
371	1137	1920
372	1140	1916
373	1142	1912
374	1145	1908
375	1146	1902
376	1160	1916
377	1162	1912
378	1164	1908
379	1167	1904
380	1169	1900
381	1172	1896
382	1174	1891
383	1176	1887
384	1179	1883
385	1181	1879
386	1184	1875
387	1186	1871
388	1188	1867
389	1192	1865
390	1194	1861
391	1197	1857
392	1211	1871
393	1214	1868
394	1217	1864
395	1219	1859
396	1221	1855
397	1224	1851
398	1227	1848
399	1229	1844
400	1232	1840
401	1234	1836
402	1237	1832
403	1239	1828
404	1241	1824
405	1244	1820
406	1246	1816
407	1248	1812
408	1250	1807
409	1253	1804
410	1256	1800
411	1259	1796
412	1261	1792
413	1262	1787
414	1265	1783
415	1267	1779
416	1269	1775
417	1271	1770
418	1277	1770
419	1279	1767
420	1282	1763
421	1284	1759
422	1287	1756
423	1290	1752
424	1292	1748
425	1294	1744
426	1297	1740
427	1300	1737
428	1303	1734
429	1305	1730
430	1307	1726
431	1310	1722
432	1312	1719
433	1315	1715
434	1318	1712
435	1320	1708
436	1322	1703
437	1324	1699
438	1327	1696
439	1329	1692
440	1332	1689
441	1334	1685
442	1337	1681
443	1339	1678
444	1342	1674
445	1344	1670
446	1347	1666
447	1349	1662
448	1352	1659
449	1358	1660
450	1361	1657
451	1375	1667
452	1377	1663
453	1379	1659
454	1382	1655
455	1384	1651
456	1386	1647
457	1389	1643
458	1391	1640
459	1394	1636
460	1396	1632
461	1398	1628
462	1400	1624
463	1414	1633
464	1416	1629
465	1419	1626
466	1421	1621
467	1433	1629
468	1435	1624
469	1437	1620
470	1439	1616
471	1454	1626
472	1457	1623
473	1459	1619
474	1462	1616
475	1464	1612
476	1467	1608
477	1468	1604
478	1471	1600
479	1473	1596
480	1475	1592
481	1478	1588
482	1480	1585
483	1482	1580
484	1500	1593
485	1503	1590
486	1505	1586
487	1507	1581
488	1510	1578
489	1513	1574
490	1517	1572
491	1519	1568
492	1521	1564
493	1525	1562
494	1527	1558
495	1530	1554
496	1545	1563
497	1547	1559
498	1549	1555
499	1551	1551
500	1553	1547
501	1556	1544
502	1558	1540
503	1561	1536
504	1563	1532
505	1566	1529
506	1568	1524
507	1570	1520
508	1572	1516
509	1574	1513
510	1577	1509
511	1581	1507
512	1583	1503
513	1586	1500
514	1589	1496
515	1603	1504
516	1606	1500
517	1608	1496
518	1621	1503
519	1624	1499
520	1626	1495
521	1627	1490
522	1630	1486
523	1632	1482
524	1634	1478
525	1636	1474
526	1638	1470
527	1640	1466
528	1643	1462
529	1645	1459
530	1647	1455
531	1650	1452
532	1652	1447
533	1656	1445
534	1658	1441
535	1660	1437
536	1662	1433
537	1664	1429
538	1667	1426
539	1669	1422
540	1672	1418
541	1674	1414
542	1688	1420
543	1690	1416
544	1692	1412
545	1706	1418
546	1709	1415
547	1711	1411
548	1726	1418
549	1729	1414
550	1732	1411
551	1735	1408
552	1738	1405
553	1741	1401
554	1743	1398
555	1746	1394
556	1749	1391
557	1751	1387
558	1754	1383
559	1756	1379
560	1758	1375
561	1760	1372
562	1763	1368
563	1765	1364
564	1767	1360
565	1770	1357
566	1772	1353
567	1774	1349
568	1777	1346
569	1779	1342
570	1782	1338
571	1784	1335
572	1786	1331
573	1788	1327
574	1790	1323
575	1792	1319
576	1794	1315
577	1797	1312
578	1800	1308
579	1802	1305
580	1804	1301
581	1807	1298
582	1809	1294
583	1824	1299
584	1827	1296
585	1829	1292
586	1831	1288
587	1833	1285
588	1836	1281
589	1838	1277
590	1841	1274
591	1844	1271
592	1846	1267
593	1849	1264
594	1852	1260
595	1854	1256
596	1856	1253
597	1858	1249
598	1861	1245
599	1863	1242
600	1865	1238
601	1867	1234
602	1869	1230
603	1872	1227
604	1873	1223
605	1877	1220
606	1879	1217
607	1882	1213
608	1884	1210
609	1898	1213
610	1901	1210
611	1903	1206
612	1905	1202
613	1919	1206
614	1921	1203
615	1924	1199
616	1926	1195
617	1928	1191
618	1930	1188
619	1933	1185
620	1947	1188
621	1950	1185
622	1952	1181
623	1955	1178
624	1957	1174
625	1960	1171
626	1962	1167
627	1964	1163
628	1966	1160
629	1969	1156
630	1972	1153
631	1975	1150
632	1977	1146
633	1991	1149
634	1993	1146
635	1996	1142
636	2001	1140
637	2004	1137
638	2006	1133
639	2008	1129
640	2021	1132
641	2024	1128
642	2026	1125
643	2028	1121
644	2033	1119
645	2036	1115
646	2037	1111
647	2052	1115
648	2055	1111
649	2057	1108
650	2060	1104
651	2062	1101
652	2065	1097
653	2067	1093
654	2082	1096
655	2084	1093
656	2086	1089
657	2088	1085
658	2092	1082
659	2094	1079
660	2095	1074
661	2098	1071
662	2111	1073
663	2113	1069
664	2115	1065
665	2118	1062
666	2120	1058
667	2122	1055
668	2125	1051
669	2138	1053
670	2141	1049
671	2143	1046
672	2145	1042
673	2147	1038
674	2150	1035
675	2151	1031
676	2154	1027
677	2156	1024
678	2158	1020
679	2160	1016
680	2163	1013
681	2165	1009
682	2178	1010
683	2180	1007
684	2182	1003
685	2184	999
686	2186	996
687	2189	992
688	2202	994
689	2204	990
690	2207	986
691	2209	983
692	2211	979
693	2213	976
694	2216	972
695	2218	969
696	2220	965
697	2222	961
698	2224	958
699	2227	954
700	2230	951
701	2232	947
702	2235	944
703	2238	940
704	2240	937
705	2242	934
706	2245	930
707	2248	927
708	2250	923
709	2253	920
710	2255	916
711	2258	913
712	2260	910
713	2263	906
714	2265	903
715	2268	899
716	2270	896
717	2272	892
718	2274	889
719	2277	885
720	2292	887
721	2294	883
722	2297	880
723	2304	878
724	2306	874
725	2308	871
726	2322	872
727	2325	868
728	2327	865
729	2329	861
730	2332	858
731	2335	854
732	2337	851
733	2339	847
734	2341	844
735	2343	840
736	2345	837
737	2348	833
738	2350	830
739	2352	826
740	2355	823
741	2358	820
742	2360	816
743	2362	813
744	2365	809
745	2367	806
746	2369	802
747	2372	799
748	2374	795
749	2377	792
750	2380	789
751	2382	785
752	2385	782
753	2388	779
754	2390	775
755	2393	772
756	2395	768
757	2397	765
758	2399	761
759	2401	758
760	2403	754
761	2406	751
762	2408	748
763	2411	744
764	2413	741
765	2415	737
766	2420	735
767	2422	731
768	2425	728
769	2439	728
770	2442	725
771	2444	721
772	2447	718
773	2449	715
774	2451	711
775	2454	708
776	2456	705
777	2459	701
778	2461	698
779	2463	694
780	2466	691
781	2468	688
782	2472	685
783	2474	681
784	2477	678
785	2488	677
786	2492	674
787	2494	671
788	2497	667
789	2500	664
790	2502	661
791	2505	657
792	2507	654
793	2510	651
794	2512	647
795	2526	647
796	2529	644
797	2531	640
798	2533	637
799	2550	637
800	2556	635
801	2559	631
802	2562	628
803	2564	625
804	2578	624
805	2581	621
806	2583	617
807	2585	614
808	2588	611
809	2590	607
810	2592	604
811	2594	600
812	2597	597
813	2599	593
814	2601	590
815	2603	587
816	2617	586
817	2620	583
818	2622	579
819	2636	578
820	2639	575
821	2641	572
822	2644	568
823	2647	565
824	2649	562
825	2652	558
826	2654	555
827	2656	551
828	2658	548
829	2661	545
830	2664	541
831	2665	538
832	2668	534
833	2670	531
834	2673	528
835	2675	524
836	2677	521
837	2679	518
838	2682	514
839	2684	511
840	2686	507
841	2688	504
842	2700	502
843	2703	499
844	2705	496
845	2707	492
846	2709	489
847	2712	486
848	2715	482
849	2717	479
850	2734	478
851	2736	475
852	2738	471
853	2741	468
854	2743	465
855	2746	462
856	2748	458
857	2762	457
858	2764	453
859	2767	450
860	2769	447
861	2771	443
862	2774	440
863	2776	437
864	2778	433
865	2780	430
866	2784	427
867	2786	423
868	2789	420
869	2793	417
870	2795	414
871	2797	410
872	2811	408
873	2813	405
874	2815	402
875	2817	398
876	2820	395
877	2823	392
878	2825	388
879	2827	385
880	2829	382
881	2832	379
882	2835	375
883	2837	372
884	2839	369
885	2858	367
886	2861	364
887	2863	361
888	2865	357
889	2868	354
890	2871	351
891	2874	347
892	2876	344
893	2878	341
894	2880	337
895	2895	336
896	2897	332
897	2900	329
898	2903	326
899	2905	322
900	2908	319
901	2910	316
902	2912	312
903	2914	309
904	2916	306
905	2919	302
906	2922	299
907	2924	296
908	2927	293
909	2930	289
910	2932	286
911	2935	283
912	2937	279
913	2939	276
914	2954	274
915	2956	271
916	2959	267
917	2961	264
918	2964	261
919	2966	257
920	2969	254
921	2971	251
922	2974	248
923	2976	244
924	2989	242
925	2991	239
926	2993	235
927	2996	232
928	3000	229
929	3002	226
930	3005	222
931	3007	219
932	3022	217
933	3024	213
934	3027	210
935	3030	207
936	3032	203
937	3034	200
938	3037	197
939	3039	194
940	3041	190
941	3043	187
942	3045	184
943	3048	180
944	3051	177
945	3053	174
946	3056	171
947	3058	167
948	3061	164
949	3064	161
950	3070	158
951	3072	154
952	3075	151
953	3088	148
954	3091	145
955	3093	142
956	3095	139
957	3098	135
958	3100	132
959	3102	129
960	3105	126
961	3107	122
962	3110	119
963	3112	116
964	3125	113
965	3128	110
966	3130	106
967	3132	103
968	3134	100
969	3137	97
970	3147	93
971	3149	90
972	3154	87
973	3156	84
974	3159	81
975	3162	77
976	3164	74
977	3167	71
978	3169	67
979	3183	64
980	3185	61
981	3188	58
982	3201	55
983	3204	52
984	3206	48
985	3208	45
986	3210	42
987	3213	39
988	3215	35
989	3229	32
990	3231	29
991	3234	26
992	3236	22
993	3249	19
994	3251	16
995	3254	13
996	3256	9
997	3259	6
998	3264	3
999	3267	0
