iter	Accuracy	Logloss
223	0.8612945839	0.3540744441
224	0.8612945839	0.3539376718
225	0.8612945839	0.3537609244
226	0.8612945839	0.3537609205
227	0.8612945839	0.3537377951
228	0.8612945839	0.3537268746
229	0.8612945839	0.3537268734
230	0.8626155878	0.3534150887
231	0.8626155878	0.353124307
232	0.8626155878	0.3528017408
233	0.8626155878	0.3527204614
234	0.8639365918	0.3523987297
235	0.8652575958	0.3521046445
236	0.8652575958	0.3515730875
237	0.8665785997	0.3509378287
238	0.8665785997	0.3507328373
239	0.8665785997	0.3504253796
240	0.8665785997	0.3499540025
241	0.8678996037	0.3488183766
242	0.8678996037	0.3485595307
243	0.8692206077	0.3482490093
244	0.8692206077	0.3481447374
245	0.8692206077	0.348140789
246	0.8678996037	0.3481155128
247	0.8678996037	0.3480421828
248	0.8678996037	0.3480136935
249	0.8692206077	0.347930003
250	0.8692206077	0.3477422283
251	0.8692206077	0.3475468082
252	0.8731836196	0.3470532773
253	0.8731836196	0.3468177619
254	0.8731836196	0.3467387077
255	0.8718626156	0.3464761941
256	0.8718626156	0.3464492573
257	0.8718626156	0.3464492417
258	0.8718626156	0.3461171979
259	0.8731836196	0.346091276
260	0.8718626156	0.3459182684
261	0.8731836196	0.345864023
262	0.8731836196	0.3456829369
263	0.8731836196	0.3456449563
264	0.8731836196	0.34544592
265	0.8758256275	0.3450296195
266	0.8758256275	0.3448272125
267	0.8758256275	0.3444817605
268	0.8758256275	0.3444134088
269	0.8758256275	0.3442936215
270	0.8758256275	0.3440861778
271	0.8758256275	0.3434436192
272	0.8758256275	0.3434016385
273	0.8745046235	0.3433739841
274	0.8758256275	0.3429489924
275	0.8758256275	0.3427368621
276	0.8758256275	0.3426563719
277	0.8758256275	0.3426330261
278	0.8758256275	0.3420520616
279	0.8758256275	0.3420235799
280	0.8771466314	0.3411366509
281	0.8784676354	0.3411147083
282	0.8784676354	0.3409370174
283	0.8797886394	0.34029013
284	0.8784676354	0.3400786018
285	0.8797886394	0.3400309608
286	0.8797886394	0.339741087
287	0.8797886394	0.3396528535
288	0.8797886394	0.3396157573
289	0.8797886394	0.3396079756
290	0.8797886394	0.3394459848
291	0.8797886394	0.338847939
292	0.8797886394	0.3387387751
293	0.8811096433	0.3380519434
294	0.8811096433	0.3373571845
295	0.8811096433	0.3368581187
296	0.8811096433	0.336748266
297	0.8811096433	0.3365560307
298	0.8811096433	0.3362108913
299	0.8811096433	0.3359629587
300	0.8811096433	0.3352035536
301	0.8811096433	0.3351186822
302	0.8811096433	0.3351055244
303	0.8811096433	0.3349049253
304	0.8824306473	0.3345115555
305	0.8824306473	0.3342453409
306	0.8824306473	0.3341904048
307	0.8824306473	0.3338600909
308	0.8837516513	0.3331556639
309	0.8850726552	0.3329674514
310	0.8850726552	0.3328575982
311	0.8850726552	0.3328142717
312	0.8850726552	0.3326546201
313	0.8850726552	0.3325015497
314	0.8850726552	0.3324524338
315	0.8850726552	0.3321673574
316	0.8850726552	0.3319030579
317	0.8850726552	0.3317013773
318	0.8850726552	0.3314438758
319	0.8837516513	0.3305859417
320	0.8837516513	0.3305730912
321	0.8837516513	0.3299077636
322	0.8850726552	0.329462375
323	0.8850726552	0.32926459
324	0.8850726552	0.3291772776
325	0.8850726552	0.3289904612
326	0.8850726552	0.3289850856
327	0.8890356671	0.3283485779
328	0.8863936592	0.3281204518
329	0.8850726552	0.3274088181
330	0.8863936592	0.3267840884
331	0.8850726552	0.3266907902
332	0.8850726552	0.3264797572
333	0.8850726552	0.3264224722
334	0.8850726552	0.3259998144
335	0.8850726552	0.3257118751
336	0.8850726552	0.3252446514
337	0.8850726552	0.3247234737
338	0.8863936592	0.324161129
339	0.8863936592	0.3240454983
340	0.8877146631	0.3236653393
341	0.8890356671	0.3232769195
342	0.8890356671	0.3230717488
343	0.8890356671	0.3228930242
344	0.8890356671	0.3226335021
345	0.8890356671	0.3220247219
346	0.8877146631	0.3215752672
347	0.8890356671	0.3213270562
348	0.8890356671	0.3212196882
349	0.8877146631	0.3209084632
350	0.8877146631	0.3206462409
351	0.8877146631	0.3204890932
352	0.8877146631	0.3202772243
353	0.8877146631	0.3202452579
354	0.8877146631	0.3200565736
355	0.8890356671	0.3197343964
356	0.8890356671	0.3197314873
357	0.8903566711	0.3193640201
358	0.8903566711	0.3191852435
359	0.891677675	0.3190716156
360	0.891677675	0.3190545627
361	0.891677675	0.3187923439
362	0.891677675	0.3187489608
363	0.891677675	0.3186680902
364	0.891677675	0.318010863
365	0.891677675	0.3178806721
366	0.891677675	0.3176587423
367	0.891677675	0.3173599557
368	0.8903566711	0.3173254242
369	0.892998679	0.3168304218
370	0.892998679	0.3165413509
371	0.892998679	0.3163142708
372	0.892998679	0.3157897298
373	0.892998679	0.3156876752
374	0.891677675	0.3153949484
375	0.891677675	0.3153907384
376	0.891677675	0.3152424646
377	0.8903566711	0.3150492292
378	0.891677675	0.3148295727
379	0.8903566711	0.3147264493
380	0.8903566711	0.3146090391
381	0.892998679	0.314362043
382	0.892998679	0.3141077145
383	0.892998679	0.3138219197
384	0.892998679	0.3137947585
385	0.8903566711	0.3135944494
386	0.894319683	0.3130410259
387	0.894319683	0.3130388232
388	0.892998679	0.3129990541
389	0.894319683	0.3127931884
390	0.894319683	0.3124718381
391	0.8956406869	0.3123667733
392	0.894319683	0.3121554944
393	0.894319683	0.3118257471
394	0.894319683	0.3117646526
395	0.891677675	0.3113170133
396	0.8903566711	0.3108174026
397	0.8903566711	0.3105022934
398	0.892998679	0.3099179093
399	0.892998679	0.309872589
400	0.894319683	0.3097170032
401	0.8956406869	0.3093331659
402	0.894319683	0.3091986331
403	0.894319683	0.3089397742
404	0.894319683	0.3083028851
405	0.8956406869	0.307903559
406	0.8956406869	0.3079003809
407	0.8956406869	0.3075899297
408	0.8956406869	0.307586835
409	0.8956406869	0.307192377
410	0.8969616909	0.3067300786
411	0.8956406869	0.3062801249
412	0.8956406869	0.3061765014
413	0.8956406869	0.3061255726
414	0.8956406869	0.3059860411
415	0.8969616909	0.305942969
416	0.8969616909	0.3057989379
417	0.8969616909	0.3057653071
418	0.8969616909	0.305470016
419	0.8969616909	0.3054515502
420	0.8969616909	0.3053007082
421	0.8969616909	0.304917634
422	0.8969616909	0.3048890656
423	0.8969616909	0.304603987
424	0.8969616909	0.3045177699
425	0.8969616909	0.3045049445
426	0.8969616909	0.3043285878
427	0.8956406869	0.3040283383
428	0.8956406869	0.3040151119
429	0.8956406869	0.3039349579
430	0.8956406869	0.3037984516
431	0.8956406869	0.303468003
432	0.8969616909	0.3031155441
433	0.8982826948	0.302454824
434	0.8982826948	0.3022024951
435	0.8982826948	0.3019750235
436	0.8982826948	0.3019750025
437	0.8982826948	0.301946164
438	0.8982826948	0.3015378636
439	0.8982826948	0.3013478469
440	0.8982826948	0.3008495024
441	0.8982826948	0.3006467816
442	0.8982826948	0.3003177898
443	0.8996036988	0.2997469781
444	0.8996036988	0.2992281864
445	0.8996036988	0.2990732899
446	0.8996036988	0.299008808
447	0.8996036988	0.2989405879
448	0.8996036988	0.2985441614
449	0.8996036988	0.2984728747
450	0.8996036988	0.2981987633
451	0.8996036988	0.2977138904
452	0.8996036988	0.2977138241
453	0.8996036988	0.2976213863
454	0.8996036988	0.2975635231
455	0.8996036988	0.2974475323
456	0.8996036988	0.2973874997
457	0.8996036988	0.2968957103
458	0.8996036988	0.2966138661
459	0.8996036988	0.2963787486
460	0.8996036988	0.2962716103
461	0.8996036988	0.2962588185
462	0.8996036988	0.2962103573
463	0.8996036988	0.2959040166
464	0.8996036988	0.2955437529
465	0.8996036988	0.2955327768
466	0.8996036988	0.2955070698
467	0.8996036988	0.2953431911
468	0.8996036988	0.2952452264
469	0.8996036988	0.2952372543
470	0.8996036988	0.2950736787
471	0.8996036988	0.2950122325
472	0.8996036988	0.2946926641
473	0.8996036988	0.2946522635
474	0.8996036988	0.2942594229
475	0.8996036988	0.2942448734
476	0.8996036988	0.2942255539
477	0.8996036988	0.2942245478
478	0.9009247028	0.2939823956
479	0.9009247028	0.2938530409
480	0.9009247028	0.2938530311
481	0.9009247028	0.2938203946
482	0.9009247028	0.2937555968
483	0.9009247028	0.293754058
484	0.9009247028	0.2936982556
485	0.8996036988	0.2934123885
486	0.8996036988	0.2931392669
487	0.9009247028	0.2928824021
488	0.9009247028	0.2924299734
489	0.8996036988	0.2921670121
490	0.8996036988	0.2919700515
491	0.8996036988	0.2918967295
492	0.8996036988	0.2918568045
493	0.8996036988	0.2912910351
494	0.9009247028	0.2908625426
495	0.9009247028	0.2906202118
496	0.9009247028	0.2903090426
497	0.9009247028	0.2901344015
498	0.9022457067	0.2895606754
499	0.9022457067	0.2893958542
500	0.9022457067	0.2892142972
501	0.9022457067	0.2890589299
502	0.9022457067	0.2889933526
503	0.9022457067	0.2889784213
504	0.9022457067	0.2887521415
505	0.9022457067	0.2886366971
506	0.9022457067	0.2885735546
507	0.9022457067	0.2885008844
508	0.9022457067	0.2884768608
509	0.9022457067	0.2881545417
510	0.9022457067	0.2880379213
511	0.9022457067	0.2879984954
512	0.9022457067	0.2879628565
513	0.9035667107	0.2878889825
514	0.9035667107	0.28758483
515	0.9035667107	0.2870274759
516	0.9035667107	0.2869257121
517	0.9035667107	0.2868659842
518	0.9035667107	0.286528565
519	0.9035667107	0.286319173
520	0.9035667107	0.2863158147
521	0.9035667107	0.2861408698
522	0.9035667107	0.2859601651
523	0.9035667107	0.2858786744
524	0.9035667107	0.2858620638
525	0.9035667107	0.2856113718
526	0.9035667107	0.2856081357
527	0.9035667107	0.2853588331
528	0.9035667107	0.2851243046
529	0.9035667107	0.2849391753
530	0.9035667107	0.2848901135
531	0.9035667107	0.2846925361
532	0.9035667107	0.2846116879
533	0.9035667107	0.2845592325
534	0.9035667107	0.2844960166
535	0.9035667107	0.2844707317
536	0.9035667107	0.2844183627
537	0.9035667107	0.2839714755
538	0.9035667107	0.2839476247
539	0.9035667107	0.2836275157
540	0.9035667107	0.2833777445
541	0.9035667107	0.2833225011
542	0.9035667107	0.2832372136
543	0.9035667107	0.2830698173
544	0.9035667107	0.2828690992
545	0.9035667107	0.2825208719
546	0.9035667107	0.2825085313
547	0.9035667107	0.2820822207
548	0.9035667107	0.2819729385
549	0.9035667107	0.2819603279
550	0.9035667107	0.2818309671
551	0.9035667107	0.2818302562
552	0.9035667107	0.281823387
553	0.9035667107	0.2817346375
554	0.9035667107	0.2817257482
555	0.9048877147	0.281573362
556	0.9048877147	0.2811443831
557	0.9048877147	0.2809250294
558	0.9048877147	0.2806297154
559	0.9048877147	0.2804867231
560	0.9035667107	0.2802692685
561	0.9048877147	0.2799086421
562	0.9048877147	0.2797317448
563	0.9048877147	0.2795051249
564	0.9048877147	0.2793560471
565	0.9048877147	0.2793341989
566	0.9048877147	0.2792610545
567	0.9048877147	0.2790467819
568	0.9048877147	0.2789837619
569	0.9048877147	0.2783095876
570	0.9048877147	0.2782233628
571	0.9048877147	0.2782233323
572	0.9048877147	0.2780675379
573	0.9062087186	0.2775672084
574	0.9062087186	0.2775278114
575	0.9062087186	0.2774221488
576	0.9062087186	0.2773914931
577	0.9062087186	0.2773629141
578	0.9062087186	0.2771515168
579	0.9062087186	0.277120268
580	0.9062087186	0.2771151033
581	0.9062087186	0.2769945752
582	0.9062087186	0.2769570157
583	0.9062087186	0.2766738333
584	0.9048877147	0.2762591729
585	0.9048877147	0.2762404592
586	0.9062087186	0.2759590171
587	0.9062087186	0.2758020356
588	0.9062087186	0.2756779193
589	0.9062087186	0.2752318645
590	0.9062087186	0.275038461
591	0.9062087186	0.2746509634
592	0.9062087186	0.2745391397
593	0.9062087186	0.2744041902
594	0.9062087186	0.2739923307
595	0.9062087186	0.2739193337
596	0.9062087186	0.2738211859
597	0.9062087186	0.2734494698
598	0.9062087186	0.2733445106
599	0.9062087186	0.2733044801
600	0.9062087186	0.273304472
601	0.9062087186	0.273260134
602	0.9062087186	0.2732036
603	0.9062087186	0.2731976477
604	0.9062087186	0.2729202307
605	0.9062087186	0.2728925717
606	0.9062087186	0.2725969534
607	0.9062087186	0.2723078923
608	0.9062087186	0.2722259215
609	0.9075297226	0.2721431573
610	0.9075297226	0.271850697
611	0.9075297226	0.271806021
612	0.9088507266	0.271505044
613	0.9075297226	0.2712862895
614	0.9075297226	0.2709942106
615	0.9075297226	0.2708516962
616	0.9075297226	0.2705924971
617	0.9075297226	0.270505848
618	0.9075297226	0.2704587281
619	0.9075297226	0.2703305081
620	0.9075297226	0.2701236778
621	0.9075297226	0.2701157556
622	0.9075297226	0.2699588294
623	0.9075297226	0.2698253716
624	0.9075297226	0.269672527
625	0.9075297226	0.2693876368
626	0.9075297226	0.2691694145
627	0.9075297226	0.2691583432
628	0.9075297226	0.2691477974
629	0.9075297226	0.268996828
630	0.9075297226	0.2686235877
631	0.9088507266	0.2684915131
632	0.9088507266	0.2684028148
633	0.9088507266	0.268188243
634	0.9088507266	0.2680842458
635	0.9088507266	0.2678150513
636	0.9088507266	0.2676998724
637	0.9088507266	0.2674411246
638	0.9088507266	0.2672280384
639	0.9088507266	0.2668625507
640	0.9088507266	0.266589729
641	0.9088507266	0.2663945143
642	0.9088507266	0.2662595506
643	0.9088507266	0.2662334582
644	0.9088507266	0.2656602621
645	0.9088507266	0.2655870609
646	0.9088507266	0.265400487
647	0.9088507266	0.2649730634
648	0.9088507266	0.2645494426
649	0.9101717305	0.2642893738
650	0.9101717305	0.263944454
651	0.9114927345	0.2637223449
652	0.9114927345	0.2636843749
653	0.9114927345	0.2634625007
654	0.9114927345	0.2632479988
655	0.9114927345	0.2630596139
656	0.9114927345	0.2629666154
657	0.9114927345	0.2629301559
658	0.9114927345	0.2628137102
659	0.9114927345	0.2627660946
660	0.9114927345	0.2627502854
661	0.9114927345	0.2627429352
662	0.9114927345	0.2626381477
663	0.9114927345	0.2619797534
664	0.9114927345	0.2619774263
665	0.9114927345	0.2619202546
666	0.9114927345	0.2618932839
667	0.9114927345	0.261806543
668	0.9114927345	0.2614881339
669	0.9114927345	0.2611616173
670	0.9114927345	0.2610767312
671	0.9114927345	0.2608522873
672	0.9114927345	0.2608153086
673	0.9114927345	0.2605996758
674	0.9114927345	0.2605352917
675	0.9114927345	0.260535289
676	0.9114927345	0.2602512621
677	0.9114927345	0.2600444365
678	0.9114927345	0.2595432683
679	0.9114927345	0.2595414177
680	0.9128137384	0.25931222
681	0.9128137384	0.2592804782
682	0.9114927345	0.2587573833
683	0.9114927345	0.2587562295
684	0.9114927345	0.258638861
685	0.9114927345	0.2585243239
686	0.9114927345	0.2584400567
687	0.9114927345	0.2584185069
688	0.9114927345	0.2582169465
689	0.9114927345	0.2581152927
690	0.9114927345	0.2577672046
691	0.9114927345	0.2576725343
692	0.9114927345	0.2575828951
693	0.9114927345	0.2570764246
694	0.9114927345	0.2569676343
695	0.9128137384	0.2567956701
696	0.9128137384	0.2567118391
697	0.9128137384	0.2566897536
698	0.9128137384	0.2563602276
699	0.9128137384	0.25602064
700	0.9128137384	0.2556046472
701	0.9128137384	0.2555663016
702	0.9128137384	0.2552162667
703	0.9128137384	0.2551887473
704	0.9128137384	0.2549027567
705	0.9128137384	0.2548955848
706	0.9128137384	0.2548019601
707	0.9128137384	0.2547350411
708	0.9114927345	0.2545557692
709	0.9114927345	0.2544957322
710	0.9114927345	0.2543267965
711	0.9128137384	0.2540822757
712	0.9128137384	0.2540439932
713	0.9128137384	0.2538271736
714	0.9128137384	0.2538082022
715	0.9128137384	0.2537389415
716	0.9128137384	0.2536966041
717	0.9128137384	0.2536961932
718	0.9128137384	0.2536957161
719	0.9128137384	0.25361965
720	0.9141347424	0.25340016
721	0.9141347424	0.2533555343
722	0.9141347424	0.2531420199
723	0.9141347424	0.2530503117
724	0.9141347424	0.2530171229
725	0.9141347424	0.2528262956
726	0.9154557464	0.2527500725
727	0.9154557464	0.2527178064
728	0.9154557464	0.252711239
729	0.9154557464	0.252670708
730	0.9141347424	0.2526160032
731	0.9154557464	0.2523959244
732	0.9141347424	0.2523385832
733	0.9141347424	0.2523193396
734	0.9141347424	0.2521781825
735	0.9141347424	0.2520509064
736	0.9141347424	0.2518590045
737	0.9141347424	0.2516781093
738	0.9141347424	0.2516638046
739	0.9141347424	0.2516633951
740	0.9141347424	0.2514095834
741	0.9141347424	0.2512735621
742	0.9167767503	0.2508238512
743	0.9154557464	0.2508128559
744	0.9180977543	0.2505739459
745	0.9180977543	0.2504874184
746	0.9180977543	0.250414164
747	0.9180977543	0.2503994824
748	0.9167767503	0.2503797092
749	0.9167767503	0.2501656416
750	0.9167767503	0.2498260931
751	0.9180977543	0.2497591292
752	0.9180977543	0.2496111795
753	0.9180977543	0.2495824428
754	0.9180977543	0.2495274974
755	0.9194187583	0.2492335364
756	0.9194187583	0.249148263
757	0.9194187583	0.2489174006
758	0.9194187583	0.2487245725
759	0.9194187583	0.2486991948
760	0.9194187583	0.2485673413
761	0.9194187583	0.248285125
762	0.9194187583	0.2481048066
763	0.9194187583	0.2480974198
764	0.9194187583	0.2480546473
765	0.9194187583	0.248037715
766	0.9180977543	0.2476882354
767	0.9180977543	0.2475067168
768	0.9194187583	0.2472134137
769	0.9194187583	0.2466839049
770	0.9180977543	0.2463750362
771	0.9180977543	0.2463750352
772	0.9180977543	0.2458528135
773	0.9180977543	0.2457221445
774	0.9180977543	0.2457182332
775	0.9180977543	0.245575919
776	0.9180977543	0.2453029547
777	0.9180977543	0.2452830814
778	0.9180977543	0.2449633286
779	0.9194187583	0.2448908864
780	0.9194187583	0.2447764907
781	0.9194187583	0.2446875873
782	0.9194187583	0.24449991
783	0.9194187583	0.2444553708
784	0.9194187583	0.2443441751
785	0.9194187583	0.2442760671
786	0.9194187583	0.2441748485
787	0.9194187583	0.2441628664
788	0.9194187583	0.2439903265
789	0.9180977543	0.243780166
790	0.9180977543	0.2435908367
791	0.9180977543	0.2434364555
792	0.9180977543	0.2433716069
793	0.9180977543	0.2429330129
794	0.9180977543	0.2429123279
795	0.9180977543	0.2429087097
796	0.9167767503	0.2427788905
797	0.9167767503	0.2427187992
798	0.9167767503	0.2426265085
799	0.9167767503	0.242557558
800	0.9167767503	0.2423038942
801	0.9167767503	0.2421532303
802	0.9180977543	0.2419835155
803	0.9180977543	0.2419750019
804	0.9180977543	0.2419446302
805	0.9180977543	0.2418673349
806	0.9180977543	0.2418518902
807	0.9194187583	0.2418010249
808	0.9207397622	0.2415167214
809	0.9194187583	0.2414339631
810	0.9194187583	0.2414168065
811	0.9207397622	0.241264547
812	0.9220607662	0.2412315633
813	0.9220607662	0.2411075597
814	0.9220607662	0.2409933858
815	0.9220607662	0.2407107406
816	0.9220607662	0.2405746386
817	0.9220607662	0.2404111809
818	0.9233817701	0.240245758
819	0.9220607662	0.2401686754
820	0.9220607662	0.2401612031
821	0.9233817701	0.2400193543
822	0.9220607662	0.2397123613
823	0.9220607662	0.2396483765
824	0.9220607662	0.2393769672
825	0.9220607662	0.2391077555
826	0.9220607662	0.238993762
827	0.9220607662	0.2389935252
828	0.9220607662	0.2389385654
829	0.9220607662	0.2388338727
830	0.9220607662	0.238641292
831	0.9220607662	0.2386104034
832	0.9220607662	0.2383445203
833	0.9220607662	0.2383044028
834	0.9220607662	0.2382940143
835	0.9220607662	0.2381122981
836	0.9220607662	0.2380119916
837	0.9220607662	0.2378544297
838	0.9220607662	0.2378518229
839	0.9220607662	0.2378470331
840	0.9220607662	0.237738799
841	0.9233817701	0.2374456869
842	0.9233817701	0.2371589537
843	0.9233817701	0.2370224903
844	0.9233817701	0.2370224832
845	0.9233817701	0.2369089712
846	0.9233817701	0.2368658018
847	0.9233817701	0.2368098448
848	0.9220607662	0.2364376338
849	0.9220607662	0.2362248677
850	0.9233817701	0.2360642685
851	0.9233817701	0.2359952606
852	0.9233817701	0.2356782224
853	0.9233817701	0.2356047218
854	0.9233817701	0.2355209619
855	0.9233817701	0.2354416727
856	0.9233817701	0.2354325314
857	0.9233817701	0.2352895746
858	0.9233817701	0.2349713695
859	0.9233817701	0.2348713174
860	0.9233817701	0.2348663287
861	0.9233817701	0.2347652562
862	0.9233817701	0.2344037006
863	0.9233817701	0.2343915414
864	0.9233817701	0.2343755078
865	0.9233817701	0.2343572517
866	0.9233817701	0.2343073534
867	0.9233817701	0.2342688533
868	0.9233817701	0.2341900138
869	0.9233817701	0.2340419857
870	0.9233817701	0.2339980066
871	0.9233817701	0.2338887467
872	0.9233817701	0.2336743343
873	0.9233817701	0.2334209648
874	0.9233817701	0.2333809428
875	0.9233817701	0.2333787432
876	0.9233817701	0.2332658192
877	0.9233817701	0.2332342791
878	0.9233817701	0.2332267234
879	0.9233817701	0.2332244021
880	0.9233817701	0.232840446
881	0.9233817701	0.2326113155
882	0.9233817701	0.2325805835
